F_SATISFACAO;F_ATIVIDADE;F_COMUNICACAO;Dev_10;Dev_19;Dev_21;Dev_26;Dev_30;Dev_32;Dev_34;Dev_46;Dev_51;Dev_79;Dev_88;Dev_89;Dev_98;Dev_107;Dev_121;Dev_131;Dev_156;Dev_166;Dev_171;Dev_227;Dev_232;Dev_275;Dev_276;Dev_280;Dev_292;Dev_310;Dev_322;Dev_329;Dev_343;Dev_346;Dev_430;Dev_459;Dev_488
1.0235179420438638;0.45881739308876734;0.8789868801838893;installer;eShop;core;INDEFINIDO;INDEFINIDO;dotnet-api-docs;tye;interactive;orleans;fsharp;project-system;csharplang;docfx;INDEFINIDO;sdk;msbuild;aspire;razor;INDEFINIDO;roslyn;maintenance-packages;EntityFramework.Docs;aspnetcore;docs;install-scripts;runtime;AspNetCore.Docs;winforms;INDEFINIDO;maui;efcore;INDEFINIDO;arcade
1.028446377893311;0.44449816521406954;0.8736604457904226;eShop;core;orleans;csharplang;docfx;msbuild;dotnet-api-docs;maui;fsharp;INDEFINIDO;EntityFramework.Docs;INDEFINIDO;install-scripts;INDEFINIDO;project-system;tye;winforms;razor;INDEFINIDO;efcore;AspNetCore.Docs;docs;INDEFINIDO;maintenance-packages;INDEFINIDO;arcade;aspire;interactive;installer;sdk;runtime;aspnetcore;roslyn
1.0197340185546515;0.46105288816878615;0.8849383278777241;maui;INDEFINIDO;docfx;INDEFINIDO;core;sdk;dotnet-api-docs;aspire;razor;maintenance-packages;fsharp;install-scripts;INDEFINIDO;aspnetcore;EntityFramework.Docs;project-system;eShop;msbuild;installer;INDEFINIDO;INDEFINIDO;AspNetCore.Docs;roslyn;docs;interactive;runtime;INDEFINIDO;orleans;tye;efcore;arcade;csharplang;winforms
1.0318065742000153;0.4395600065928506;0.8802283440708369;dotnet-api-docs;docfx;tye;msbuild;orleans;install-scripts;EntityFramework.Docs;razor;fsharp;INDEFINIDO;INDEFINIDO;project-system;sdk;INDEFINIDO;eShop;installer;INDEFINIDO;interactive;csharplang;INDEFINIDO;winforms;aspire;AspNetCore.Docs;arcade;core;maui;docs;aspnetcore;INDEFINIDO;efcore;maintenance-packages;roslyn;runtime
1.0219068453473;0.4550736147030924;0.8794904380418693;EntityFramework.Docs;INDEFINIDO;fsharp;msbuild;csharplang;eShop;dotnet-api-docs;maui;sdk;INDEFINIDO;tye;interactive;aspire;AspNetCore.Docs;installer;install-scripts;aspnetcore;INDEFINIDO;core;INDEFINIDO;INDEFINIDO;arcade;winforms;roslyn;project-system;runtime;INDEFINIDO;docs;docfx;maintenance-packages;razor;orleans;efcore
1.027346936528439;0.4394554161892823;0.8934689514346665;dotnet-api-docs;docfx;orleans;install-scripts;EntityFramework.Docs;razor;msbuild;tye;fsharp;INDEFINIDO;INDEFINIDO;maui;efcore;core;sdk;project-system;INDEFINIDO;INDEFINIDO;INDEFINIDO;aspire;AspNetCore.Docs;csharplang;eShop;installer;arcade;maintenance-packages;INDEFINIDO;aspnetcore;interactive;runtime;docs;winforms;roslyn
1.0283630125924184;0.4457578119867616;0.8668896631539996;EntityFramework.Docs;INDEFINIDO;core;project-system;fsharp;msbuild;tye;razor;efcore;maui;dotnet-api-docs;INDEFINIDO;sdk;INDEFINIDO;INDEFINIDO;docfx;aspnetcore;install-scripts;maintenance-packages;INDEFINIDO;arcade;installer;eShop;runtime;interactive;INDEFINIDO;aspire;AspNetCore.Docs;orleans;csharplang;docs;winforms;roslyn
1.0267230732642;0.4424376545182321;0.8858921623139854;install-scripts;EntityFramework.Docs;core;eShop;orleans;docfx;tye;razor;INDEFINIDO;INDEFINIDO;sdk;dotnet-api-docs;maui;efcore;msbuild;fsharp;project-system;INDEFINIDO;aspnetcore;INDEFINIDO;maintenance-packages;arcade;INDEFINIDO;installer;csharplang;AspNetCore.Docs;aspire;INDEFINIDO;interactive;runtime;docs;winforms;roslyn
1.0243366589865979;0.44356987545926013;0.8969896712266382;dotnet-api-docs;efcore;install-scripts;razor;orleans;msbuild;core;arcade;tye;INDEFINIDO;EntityFramework.Docs;INDEFINIDO;docfx;fsharp;INDEFINIDO;project-system;csharplang;eShop;aspnetcore;INDEFINIDO;INDEFINIDO;maui;maintenance-packages;INDEFINIDO;installer;aspire;AspNetCore.Docs;sdk;interactive;runtime;docs;winforms;roslyn
1.0335172583646952;0.46273293423178374;0.8529586385821499;installer;aspnetcore;core;maui;INDEFINIDO;eShop;tye;msbuild;docfx;docs;orleans;EntityFramework.Docs;aspire;INDEFINIDO;razor;interactive;install-scripts;csharplang;INDEFINIDO;fsharp;AspNetCore.Docs;efcore;winforms;maintenance-packages;INDEFINIDO;arcade;roslyn;dotnet-api-docs;sdk;INDEFINIDO;INDEFINIDO;project-system;runtime
