F_SATISFACAO;F_ATIVIDADE;F_COMUNICACAO;Dev_10;Dev_19;Dev_21;Dev_26;Dev_30;Dev_32;Dev_34;Dev_46;Dev_51;Dev_79;Dev_88;Dev_89;Dev_98;Dev_107;Dev_121;Dev_131;Dev_156;Dev_166;Dev_171;Dev_227;Dev_232;Dev_275;Dev_276;Dev_280;Dev_292;Dev_310;Dev_322;Dev_329;Dev_343;Dev_346;Dev_430;Dev_459;Dev_488
1.0251088141493547;0.46135462234059615;0.8826066286116451;fsharp;core;tye;INDEFINIDO;INDEFINIDO;razor;EntityFramework.Docs;aspire;docfx;efcore;arcade;orleans;installer;maintenance-packages;INDEFINIDO;interactive;roslyn;INDEFINIDO;INDEFINIDO;AspNetCore.Docs;docs;project-system;maui;runtime;INDEFINIDO;winforms;csharplang;sdk;dotnet-api-docs;install-scripts;aspnetcore;msbuild;eShop
1.0312740474776694;0.45578164924963827;0.8803971176526388;fsharp;core;tye;INDEFINIDO;INDEFINIDO;razor;EntityFramework.Docs;aspire;docfx;efcore;arcade;orleans;installer;maintenance-packages;INDEFINIDO;interactive;winforms;eShop;project-system;docs;AspNetCore.Docs;INDEFINIDO;INDEFINIDO;roslyn;aspnetcore;sdk;install-scripts;maui;csharplang;msbuild;dotnet-api-docs;INDEFINIDO;runtime
1.054583014509328;0.4594046226568099;0.8519025292890505;install-scripts;INDEFINIDO;aspnetcore;installer;EntityFramework.Docs;arcade;dotnet-api-docs;maui;fsharp;interactive;project-system;orleans;aspire;INDEFINIDO;docfx;csharplang;INDEFINIDO;sdk;core;tye;maintenance-packages;roslyn;INDEFINIDO;docs;razor;INDEFINIDO;runtime;INDEFINIDO;efcore;winforms;AspNetCore.Docs;msbuild;eShop
1.0283921805688583;0.45250824724107025;0.885981486438707;fsharp;core;tye;INDEFINIDO;INDEFINIDO;razor;EntityFramework.Docs;aspire;docfx;efcore;arcade;orleans;installer;maintenance-packages;INDEFINIDO;interactive;winforms;eShop;project-system;docs;AspNetCore.Docs;INDEFINIDO;INDEFINIDO;INDEFINIDO;dotnet-api-docs;msbuild;csharplang;maui;install-scripts;sdk;aspnetcore;roslyn;runtime
1.0256786903524433;0.4590353511355998;0.8865230549356133;install-scripts;aspire;docfx;INDEFINIDO;INDEFINIDO;EntityFramework.Docs;msbuild;INDEFINIDO;orleans;AspNetCore.Docs;tye;INDEFINIDO;winforms;razor;sdk;dotnet-api-docs;arcade;maintenance-packages;efcore;installer;fsharp;aspnetcore;maui;runtime;INDEFINIDO;roslyn;INDEFINIDO;core;project-system;docs;interactive;eShop;csharplang
1.0457858538624893;0.45142226949254927;0.8689464637067346;fsharp;tye;INDEFINIDO;INDEFINIDO;orleans;efcore;docfx;EntityFramework.Docs;core;aspire;installer;install-scripts;sdk;INDEFINIDO;INDEFINIDO;project-system;maui;msbuild;winforms;csharplang;INDEFINIDO;dotnet-api-docs;AspNetCore.Docs;runtime;INDEFINIDO;eShop;aspnetcore;roslyn;docs;interactive;arcade;razor;maintenance-packages
1.0350071989545242;0.45914258896527405;0.869289879037098;INDEFINIDO;eShop;msbuild;INDEFINIDO;install-scripts;dotnet-api-docs;project-system;aspnetcore;installer;AspNetCore.Docs;razor;EntityFramework.Docs;INDEFINIDO;docfx;fsharp;csharplang;interactive;tye;efcore;INDEFINIDO;runtime;maui;maintenance-packages;aspire;INDEFINIDO;docs;roslyn;arcade;orleans;sdk;winforms;core;INDEFINIDO
1.0443976230440006;0.49065016895420044;0.8553346925438844;eShop;roslyn;efcore;winforms;docfx;aspire;dotnet-api-docs;orleans;project-system;maintenance-packages;INDEFINIDO;EntityFramework.Docs;tye;interactive;INDEFINIDO;installer;fsharp;razor;INDEFINIDO;arcade;INDEFINIDO;sdk;AspNetCore.Docs;runtime;install-scripts;msbuild;docs;csharplang;maui;core;INDEFINIDO;INDEFINIDO;aspnetcore
1.0325356946234976;0.4473300437868992;0.8828244391810657;msbuild;INDEFINIDO;tye;fsharp;orleans;core;project-system;arcade;docfx;maui;interactive;winforms;INDEFINIDO;dotnet-api-docs;install-scripts;EntityFramework.Docs;csharplang;sdk;maintenance-packages;installer;INDEFINIDO;docs;runtime;AspNetCore.Docs;INDEFINIDO;INDEFINIDO;aspnetcore;INDEFINIDO;aspire;razor;eShop;roslyn;efcore
1.047079479606953;0.46745978343255373;0.8574240739985349;sdk;winforms;core;project-system;INDEFINIDO;aspnetcore;dotnet-api-docs;INDEFINIDO;installer;AspNetCore.Docs;razor;EntityFramework.Docs;INDEFINIDO;docfx;fsharp;csharplang;interactive;tye;efcore;INDEFINIDO;runtime;maintenance-packages;maui;aspire;INDEFINIDO;docs;roslyn;arcade;orleans;eShop;msbuild;install-scripts;INDEFINIDO
1.0390508781954415;0.4584525600174348;0.8649711161040358;eShop;INDEFINIDO;AspNetCore.Docs;project-system;dotnet-api-docs;msbuild;csharplang;install-scripts;sdk;aspnetcore;fsharp;core;arcade;docfx;EntityFramework.Docs;razor;INDEFINIDO;tye;efcore;INDEFINIDO;runtime;maui;maintenance-packages;aspire;INDEFINIDO;docs;roslyn;INDEFINIDO;orleans;installer;INDEFINIDO;interactive;winforms
1.0545758348313714;0.45972185341178146;0.8555144895069571;install-scripts;INDEFINIDO;aspnetcore;installer;EntityFramework.Docs;arcade;dotnet-api-docs;core;sdk;INDEFINIDO;csharplang;docfx;INDEFINIDO;aspire;orleans;project-system;interactive;fsharp;maui;tye;maintenance-packages;roslyn;INDEFINIDO;docs;razor;INDEFINIDO;runtime;INDEFINIDO;efcore;winforms;AspNetCore.Docs;msbuild;eShop
