;geracao;hipervolume;quantidade_avaliacoes
0;1;0.025170560143948487;100
1;2;0.032401064284293984;180
2;3;0.05424877043747587;260
3;4;0.05672093236734991;340
4;5;0.06904945193364552;420
5;6;0.07086889868003386;500
6;7;0.07728525233709256;580
7;8;0.07777909510212408;660
8;9;0.08019885370283705;740
9;10;0.0925872430217148;820
10;11;0.0925872430217148;900
11;12;0.09326153198603797;980
12;13;0.09455513670251506;1060
13;14;0.0946211641904584;1140
14;15;0.09816453533776495;1220
15;16;0.0989379839885987;1300
16;17;0.10012141618017611;1380
17;18;0.10066044172489184;1460
18;19;0.10066930896801118;1540
19;20;0.10539869276762838;1620
20;21;0.1068831074285188;1700
21;22;0.1068831074285188;1780
22;23;0.12026151132803682;1860
23;24;0.12733912931259023;1940
24;25;0.13222675483400814;2020
25;26;0.13223368925280482;2100
26;27;0.13264658017363753;2180
27;28;0.13608080553368931;2260
28;29;0.13627256263159254;2340
29;30;0.14007173282531588;2420
30;31;0.14172806650779773;2500
31;32;0.16315279247314113;2580
32;33;0.1670660382934291;2660
33;34;0.16951870350764436;2740
34;35;0.17036555303216105;2820
35;36;0.17039066766355843;2900
36;37;0.17301766201500104;2980
37;38;0.17306550274775828;3060
38;39;0.17306717260112753;3140
39;40;0.17350866257677888;3220
40;41;0.17350866257677888;3300
41;42;0.17833390902727222;3380
42;43;0.17833390902727222;3460
43;44;0.17833919739794313;3540
44;45;0.17833919739794313;3620
45;46;0.1789658528484916;3700
46;47;0.1808088735995995;3780
47;48;0.1837749207428843;3860
48;49;0.1837749207428843;3940
49;50;0.1858399716692777;4020
50;51;0.18600700159051672;4100
51;52;0.1880096815022315;4180
52;53;0.18850184867276482;4260
53;54;0.1885390089351267;4340
54;55;0.19702431360683179;4420
55;56;0.20277436533470233;4500
56;57;0.20418661269391242;4580
57;58;0.20444728263849926;4660
58;59;0.20449065485884216;4740
59;60;0.2046984667299024;4820
60;61;0.20502340697185467;4900
61;62;0.20511779978892591;4980
62;63;0.20511779978892591;5060
63;64;0.20518617847638565;5140
64;65;0.20528591133276597;5220
65;66;0.20575857186824395;5300
66;67;0.2067437323805896;5380
67;68;0.2091611535056467;5460
68;69;0.2091688419241483;5540
69;70;0.21061214289007685;5620
70;71;0.21208236537185937;5700
71;72;0.21225543847753311;5780
72;73;0.21225783374958807;5860
73;74;0.21225783374958807;5940
74;75;0.21234992552292764;6020
75;76;0.21306003290662964;6100
76;77;0.2131265747573772;6180
77;78;0.21358459113724687;6260
78;79;0.21391043186679876;6340
79;80;0.21907937098225008;6420
80;81;0.21910155206936793;6500
81;82;0.21914758263546258;6580
82;83;0.2264916911691751;6660
83;84;0.2269371794508178;6740
84;85;0.22701204545809714;6820
85;86;0.22703717519562747;6900
86;87;0.22706428330505557;6980
87;88;0.22707635670516366;7060
88;89;0.2271320011795062;7140
89;90;0.22720536309354966;7220
90;91;0.22721208942122662;7300
91;92;0.22899118584723502;7380
92;93;0.23296451371907476;7460
93;94;0.241944909250499;7540
94;95;0.2433196596911854;7620
95;96;0.24472104014499954;7700
96;97;0.24531650862300933;7780
97;98;0.2453383473250387;7860
98;99;0.24627948587084017;7940
99;100;0.2471442764035681;8020
100;101;0.2471442764035681;8100
101;102;0.2471693337850853;8180
102;103;0.2471693337850853;8260
103;104;0.2471693337850853;8340
104;105;0.2509549924449683;8420
105;106;0.25135784876024697;8500
106;107;0.25259890755866093;8580
107;108;0.25276874058443166;8660
108;109;0.2538739587928049;8740
109;110;0.2561287879271411;8820
110;111;0.2561498614420463;8900
111;112;0.2561498614420463;8980
112;113;0.25778023001665923;9060
113;114;0.25778023001665923;9140
114;115;0.2577900285073665;9220
115;116;0.26319585054532485;9300
116;117;0.263718057419031;9380
117;118;0.26372752829838464;9460
118;119;0.2649536896052517;9540
119;120;0.26510955780488893;9620
120;121;0.2696185963004222;9700
121;122;0.2696185963004222;9780
122;123;0.27037603951102335;9860
123;124;0.27037603951102335;9940
124;125;0.27756706788251817;10020
125;126;0.27756796107119946;10100
126;127;0.27760467983240766;10180
127;128;0.27796420289457696;10260
128;129;0.2779460221805309;10340
129;130;0.2779460221805309;10420
130;131;0.281088863390426;10500
131;132;0.27855308903237463;10580
132;133;0.27841476392636655;10660
133;134;0.27930029641634874;10740
134;135;0.2803722718532223;10820
135;136;0.2807057201510847;10900
136;137;0.2839098694035873;10980
137;138;0.2839022530893108;11060
138;139;0.2836875264752011;11140
139;140;0.2836728170865601;11220
140;141;0.2843525236778804;11300
141;142;0.2847313297328054;11380
142;143;0.2847318984645812;11460
143;144;0.2849908080020074;11540
144;145;0.2849908080020074;11620
145;146;0.28520046965280577;11700
146;147;0.2852031560627612;11780
147;148;0.2852031560627612;11860
148;149;0.28520046965280577;11940
149;150;0.2856751209627749;12020
