;geracao;hipervolume;quantidade_avaliacoes
0;1;0.16687921883966506;100
1;2;0.2028907859572872;170
2;3;0.25397172242478694;240
3;4;0.25723114048293366;310
4;5;0.26620055098851725;380
5;6;0.2840037948014494;450
6;7;0.28706701947881796;520
7;8;0.29442287106175513;590
8;9;0.30129400528979255;660
9;10;0.3446617268707388;730
10;11;0.3493625676787171;800
11;12;0.35603542069514915;870
12;13;0.3619473218860888;940
13;14;0.371991986673995;1010
14;15;0.37206157914041293;1080
15;16;0.3739414413634386;1150
16;17;0.37739045902440166;1220
17;18;0.38490389843032435;1290
18;19;0.38696366692730594;1360
19;20;0.3871817166605986;1430
20;21;0.3905270289145559;1500
21;22;0.39519994121767965;1570
22;23;0.39702052594924797;1640
23;24;0.42866350109930623;1710
24;25;0.4310014711159206;1780
25;26;0.4310014711159206;1850
26;27;0.4315647678066742;1920
27;28;0.43163643723746953;1990
28;29;0.43240809619439924;2060
29;30;0.435525840840339;2130
30;31;0.43936149436191607;2200
31;32;0.44206524780252937;2270
32;33;0.4421926502169642;2340
33;34;0.44305403983009584;2410
34;35;0.44330633263418695;2480
35;36;0.446442073109908;2550
36;37;0.4486697929841945;2620
37;38;0.45005050230577226;2690
38;39;0.4529564169963535;2760
39;40;0.4558767079691952;2830
40;41;0.4666272372712152;2900
41;42;0.46893352118619475;2970
42;43;0.4697968336199439;3040
43;44;0.4697968336199439;3110
44;45;0.47247924931030694;3180
45;46;0.47247924931030694;3250
46;47;0.47355402002024666;3320
47;48;0.48738448454391753;3390
48;49;0.4929054652573689;3460
49;50;0.49379940939916034;3530
50;51;0.49379940939916034;3600
51;52;0.4943881741271724;3670
52;53;0.4946266417271274;3740
53;54;0.4953280035753049;3810
54;55;0.4963173929545562;3880
55;56;0.496539379073418;3950
56;57;0.4987504626026426;4020
57;58;0.5036405630702653;4090
58;59;0.5036724829255668;4160
59;60;0.5039602847652119;4230
60;61;0.5040999329613617;4300
61;62;0.5040999329613617;4370
62;63;0.5066241197986324;4440
63;64;0.5066241197986324;4510
64;65;0.5070727525088419;4580
65;66;0.5118594167736515;4650
66;67;0.5125295284396042;4720
67;68;0.5133047292469535;4790
68;69;0.5133712091535857;4860
69;70;0.5140856737562924;4930
70;71;0.5172572831807665;5000
71;72;0.5182433265103267;5070
72;73;0.5245752587119541;5140
73;74;0.5246065377827465;5210
74;75;0.5249311194411325;5280
75;76;0.5262652524186511;5350
76;77;0.529005137020072;5420
77;78;0.5344956130510796;5490
78;79;0.5344956130510796;5560
79;80;0.534495782617288;5630
80;81;0.534495782617288;5700
81;82;0.5347443860194979;5770
82;83;0.5347623091523144;5840
83;84;0.5348136820416154;5910
84;85;0.5534329915317198;5980
85;86;0.554158232726369;6050
86;87;0.5569321276148737;6120
87;88;0.5569321276148737;6190
88;89;0.558679455178232;6260
89;90;0.5586859451784062;6330
90;91;0.5587783093952188;6400
91;92;0.5587783093952188;6470
92;93;0.5596759238034209;6540
93;94;0.5623903113147078;6610
94;95;0.5627524030273385;6680
95;96;0.5633928801275381;6750
96;97;0.5636044486683434;6820
97;98;0.5636762743245955;6890
98;99;0.5636885886248177;6960
99;100;0.5637013336309833;7030
100;101;0.564029186058739;7100
101;102;0.5675110479782166;7170
102;103;0.5733499316636299;7240
103;104;0.5734398061806295;7310
104;105;0.5748477507463758;7380
105;106;0.5752017822622293;7450
106;107;0.5760819078733026;7520
107;108;0.5760915534567037;7590
108;109;0.588090423137346;7660
109;110;0.5900242360159997;7730
110;111;0.5901044850429232;7800
111;112;0.5901044850429232;7870
112;113;0.5901132723089002;7940
113;114;0.5901132723089002;8010
114;115;0.5901339290847143;8080
115;116;0.5903118955248601;8150
116;117;0.590453780602247;8220
117;118;0.5929472972573573;8290
118;119;0.5932145042551684;8360
119;120;0.5932145042551684;8430
120;121;0.5938489927954439;8500
121;122;0.5938496937204073;8570
122;123;0.5938518199579927;8640
123;124;0.5938518199579927;8710
124;125;0.5938518199579927;8780
125;126;0.5938527245889944;8850
126;127;0.5941002066019377;8920
127;128;0.5941701098950969;8990
128;129;0.5975130026523341;9060
129;130;0.5975199284004962;9130
130;131;0.5977222078250496;9200
131;132;0.5977222078250496;9270
132;133;0.5977222078250496;9340
133;134;0.5977222078250496;9410
134;135;0.5977526605066966;9480
135;136;0.6001139890967216;9550
136;137;0.6022971006855801;9620
137;138;0.6023146117118215;9690
138;139;0.6023146117118215;9760
139;140;0.6025318599437446;9830
140;141;0.6030704965957194;9900
141;142;0.6057820358489485;9970
142;143;0.6059692076027718;10040
143;144;0.6061150655637986;10110
144;145;0.6071185532093537;10180
145;146;0.6071185532093537;10250
146;147;0.6071185532093537;10320
147;148;0.607126846542835;10390
148;149;0.6071271587219988;10460
149;150;0.6075524649340884;10530
150;151;0.610598047728434;10600
151;152;0.6112239842639788;10670
152;153;0.6112393035133925;10740
