;geracao;hipervolume;quantidade_avaliacoes
0;1;0.05927934573095857;100
1;2;0.05935380574011511;170
2;3;0.05943030868653461;240
3;4;0.06065261822484593;310
4;5;0.07283442834458859;380
5;6;0.09167943357873048;450
6;7;0.0945980720795115;520
7;8;0.09548957017796825;590
8;9;0.09631093306189162;660
9;10;0.12516542559657054;730
10;11;0.13181510011940087;800
11;12;0.13661860220054786;870
12;13;0.13864527853658148;940
13;14;0.14677945149873614;1010
14;15;0.14689666116378536;1080
15;16;0.14953359990777293;1150
16;17;0.15317493216612593;1220
17;18;0.15998992225805697;1290
18;19;0.1629003851505763;1360
19;20;0.16326444090350717;1430
20;21;0.1666225314049211;1500
21;22;0.17424789493652343;1570
22;23;0.1753088520502291;1640
23;24;0.21224739633239983;1710
24;25;0.2130698166003144;1780
25;26;0.2130698166003144;1850
26;27;0.2138097927467835;1920
27;28;0.21390442314467384;1990
28;29;0.21438137704955015;2060
29;30;0.21488339860285166;2130
30;31;0.21957928366247828;2200
31;32;0.22268544524443207;2270
32;33;0.2226902471489247;2340
33;34;0.22404922654867973;2410
34;35;0.22405395929749647;2480
35;36;0.22683086322608267;2550
36;37;0.2287303837852356;2620
37;38;0.2305953415155379;2690
38;39;0.23180524082928478;2760
39;40;0.23377634271162137;2830
40;41;0.24436886597168622;2900
41;42;0.24519212795843298;2970
42;43;0.24519212795843298;3040
43;44;0.24519212795843298;3110
44;45;0.24528410600631073;3180
45;46;0.24528410600631073;3250
46;47;0.24599828247917022;3320
47;48;0.2636845430352406;3390
48;49;0.27218312352745505;3460
49;50;0.2735874979920831;3530
50;51;0.2735874979920831;3600
51;52;0.27440762421645204;3670
52;53;0.27474967567974784;3740
53;54;0.2758022069605714;3810
54;55;0.2772111454665525;3880
55;56;0.27752955633998944;3950
56;57;0.27752955633998944;4020
57;58;0.2851787990041083;4090
58;59;0.2852245839795772;4160
59;60;0.2854751505154244;4230
60;61;0.2856754581037452;4300
61;62;0.2856754581037452;4370
62;63;0.285767080447692;4440
63;64;0.285767080447692;4510
64;65;0.2861983615524514;4580
65;66;0.29210891869750766;4650
66;67;0.2926580559797136;4720
67;68;0.29365827376473386;4790
68;69;0.2936674375793559;4860
69;70;0.2944352898313727;4930
70;71;0.2989488780350878;5000
71;72;0.29958145939287373;5070
72;73;0.30602713761375666;5140
73;74;0.3060654867055793;5210
74;75;0.30652512284235184;5280
75;76;0.30800022764410273;5350
76;77;0.30833935191551937;5420
77;78;0.31669557164706974;5490
78;79;0.31669557164706974;5560
79;80;0.31669564009700635;5630
80;81;0.31669564009700635;5700
81;82;0.3169890158029554;5770
82;83;0.3169890158029554;5840
83;84;0.3170346180913334;5910
84;85;0.34121997358597816;5980
85;86;0.3414181526092938;6050
86;87;0.34222873966604417;6120
87;88;0.34222873966604417;6190
88;89;0.34317525647079145;6260
89;90;0.34318456555117294;6330
90;91;0.343273132759234;6400
91;92;0.343273132759234;6470
92;93;0.3445650298635767;6540
93;94;0.3475221473689233;6610
94;95;0.34807078540632397;6680
95;96;0.3481016820050392;6750
96;97;0.34842300435015716;6820
97;98;0.34851406174457733;6890
98;99;0.34851406174457733;6960
99;100;0.34851406174457733;7030
